#count	#translation	#r	#qmap	#qdot	#pmap	#pdot
1	australia is and relations pyongyang one of the few countries .	7.49003002952e-05	StatelessLanguageModel_OOV=1.0 PhraseModel_2=6.05788018555 PhraseModel_1=11.6459761634 StatelessLanguageModel=-25.9581218958 PhraseModel_0=3.73556042649 Glue=4.0 WordPenalty=-4.77723930094	-138.433769403	Glue=4.0 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-27.8579924274 StatelessLanguageModel=-25.9581218958 PhraseModel_2=6.05788018555 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 PhraseModel_1=11.6459761634 WordPenalty=-4.77723930094 PhraseModel_0=3.73556042649	-147.933122061
5	australia is relations and nkorea one of the few countries .	0.00126562184098	StatelessLanguageModel_OOV=1.0 WordPenalty=-4.77723930094 StatelessLanguageModel=-26.0914427042 PhraseModel_0=3.74932164885 PhraseModel_1=10.9392827228 PhraseModel_2=5.97490593046 Glue=3.0	-136.271053926	Glue=3.0 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-27.4258810449 StatelessLanguageModel=-26.0914427042 PhraseModel_2=5.97490593046 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 PhraseModel_1=10.9392827228 WordPenalty=-4.77723930094 PhraseModel_0=3.74932164885	-142.94324563
1	australia is relations and nkorea one of the few countries .	0.00064983261362	StatelessLanguageModel_OOV=1.0 PhraseModel_2=5.97490599007 WordPenalty=-4.77723930094 StatelessLanguageModel=-25.9581218958 PhraseModel_0=4.33665279485 Glue=3.0 PhraseModel_1=10.9392828718	-138.737548062	PhraseModel_1=10.9392828718 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-27.4258810449 StatelessLanguageModel=-25.9581218958 PhraseModel_2=5.97490599007 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 Glue=3.0 WordPenalty=-4.77723930094 PhraseModel_0=4.33665279485	-146.076343808
4	australia is with relations nkorea one of the few countries .	0.000629348441428	PhraseModel_2=6.22737085074 PhraseModel_0=3.62794921733 StatelessLanguageModel_OOV=1.0 StatelessLanguageModel=-26.6027384996 PhraseModel_1=10.4526816681 Glue=4.0 WordPenalty=-4.77723930094	-137.094365211	PhraseModel_1=10.4526816681 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-28.0769035984 StatelessLanguageModel=-26.6027384996 PhraseModel_2=6.22737085074 LanguageModel_OOV=1 PhraseModel_0=3.62794921733 Glue=4.0 WordPenalty=-4.77723930094 StatelessLanguageModel_OOV=1.0	-144.465190705
4	australia is relations with pyongyang one of the few countries .	252.386732065	PhraseModel_2=6.31034516543 PhraseModel_0=2.61641285754 StatelessLanguageModel_OOV=1.0 PhraseModel_1=11.1593749002 Glue=3.0 StatelessLanguageModel=-27.1466708183 WordPenalty=-4.77723930094	-137.320749166	PhraseModel_1=11.1593749002 NGramOrder_1=3 NGramOrder_2=6 NGramOrder_3=3 LanguageModel=-26.0404783059 StatelessLanguageModel=-27.1466708183 PhraseModel_2=6.31034516543 LanguageModel_OOV=1 PhraseModel_0=2.61641285754 Glue=3.0 WordPenalty=-4.77723930094 StatelessLanguageModel_OOV=1.0	-131.789786604
2	australia is with relations pyongyang one of the few countries .	0.000629348441428	PhraseModel_0=3.47304723598 PhraseModel_1=11.1593749598 PhraseModel_2=6.31034504622 StatelessLanguageModel_OOV=1.0 StatelessLanguageModel=-26.6027384996 Glue=4.0 WordPenalty=-4.77723930094	-139.170773555	Glue=4.0 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-28.0769035984 StatelessLanguageModel=-26.6027384996 PhraseModel_2=6.31034504622 LanguageModel_OOV=1 PhraseModel_0=3.47304723598 PhraseModel_1=11.1593749598 WordPenalty=-4.77723930094 StatelessLanguageModel_OOV=1.0	-146.541599048
1	australia is relations with nkorea one of the few countries .	16.6315412658	PhraseModel_2=6.22737085074 StatelessLanguageModel_OOV=1.0 PhraseModel_0=4.03026554919 WordPenalty=-4.77723930094 StatelessLanguageModel=-26.6027384996 PhraseModel_1=10.4526816681 Glue=3.0	-139.240507603	Glue=3.0 NGramOrder_1=3 NGramOrder_2=6 NGramOrder_3=3 LanguageModel=-26.0404783059 StatelessLanguageModel=-26.6027384996 PhraseModel_2=6.22737085074 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 PhraseModel_1=10.4526816681 WordPenalty=-4.77723930094 PhraseModel_0=4.03026554919	-136.429206634
1	australia is relations with nkorea one of the few countries .	16.6315412658	PhraseModel_0=3.99592612125 PhraseModel_2=6.22737085074 StatelessLanguageModel_OOV=1.0 WordPenalty=-4.77723930094 StatelessLanguageModel=-26.6027384996 PhraseModel_1=10.4526816681 Glue=3.0	-139.057325126	Glue=3.0 NGramOrder_1=3 NGramOrder_2=6 NGramOrder_3=3 LanguageModel=-26.0404783059 StatelessLanguageModel=-26.6027384996 PhraseModel_2=6.22737085074 LanguageModel_OOV=1 PhraseModel_0=3.99592612125 PhraseModel_1=10.4526816681 WordPenalty=-4.77723930094 StatelessLanguageModel_OOV=1.0	-136.246024157
2	relations australia is and pyongyang one of the few countries .	2.4092481864e-06	PhraseModel_0=3.86964640953 StatelessLanguageModel_OOV=1.0 PhraseModel_1=11.6459760144 StatelessLanguageModel=-26.0914427042 Glue=2.0 PhraseModel_2=6.05788012594 WordPenalty=-4.77723930094	-139.815649692	PhraseModel_1=11.6459760144 NGramOrder_1=5 NGramOrder_2=4 NGramOrder_3=3 LanguageModel=-28.6786818672 StatelessLanguageModel=-26.0914427042 PhraseModel_2=6.05788012594 LanguageModel_OOV=1 PhraseModel_0=3.86964640953 Glue=2.0 WordPenalty=-4.77723930094 StatelessLanguageModel_OOV=1.0	-152.751845507
1	australia is and relations nkorea one of the a few countries .	3.73059489181e-07	PhraseModel_0=4.92858487367 StatelessLanguageModel_OOV=1.0 PhraseModel_1=10.939282842 StatelessLanguageModel=-27.7566486597 WordPenalty=-5.21153378284 PhraseModel_2=6.6613219604 Glue=3.0	-146.734604287	Glue=3.0 NGramOrder_1=4 NGramOrder_2=7 NGramOrder_3=2 LanguageModel=-30.716954248 StatelessLanguageModel=-27.7566486597 PhraseModel_2=6.6613219604 LanguageModel_OOV=1 PhraseModel_0=4.92858487367 PhraseModel_1=10.939282842 WordPenalty=-5.21153378284 StatelessLanguageModel_OOV=1.0	-161.536132229
1	relations australia is and nkorea one of the few countries .	2.4092481864e-06	StatelessLanguageModel_OOV=1.0 PhraseModel_0=4.02454839088 StatelessLanguageModel=-26.0914427042 Glue=2.0 PhraseModel_1=10.9392827228 PhraseModel_2=5.97490593046 WordPenalty=-4.77723930094	-137.739241349	PhraseModel_1=10.9392827228 NGramOrder_1=5 NGramOrder_2=4 NGramOrder_3=3 LanguageModel=-28.6786818672 StatelessLanguageModel=-26.0914427042 PhraseModel_2=5.97490593046 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 Glue=2.0 WordPenalty=-4.77723930094 PhraseModel_0=4.02454839088	-150.675437164
1	australia is and relations stalinist one of the few countries .	0.00014587672881	PhraseModel_1=10.8848016337 StatelessLanguageModel_OOV=1.0 StatelessLanguageModel=-26.0914427042 PhraseModel_0=3.74932164885 Glue=4.0 PhraseModel_2=6.43354388326 WordPenalty=-4.77723930094	-137.418645018	PhraseModel_1=10.8848016337 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-27.8579924274 StatelessLanguageModel=-26.0914427042 PhraseModel_2=6.43354388326 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 Glue=4.0 WordPenalty=-4.77723930094 PhraseModel_0=3.74932164885	-146.251393634
1	relations australia is and stalinist one of the few countries .	1.27406600254e-05	StatelessLanguageModel=-26.4245394468 PhraseModel_1=10.8848016337 StatelessLanguageModel_OOV=1.0 PhraseModel_0=5.19736180641 Glue=2.0 PhraseModel_2=6.43354388326 WordPenalty=-4.77723930094	-146.80864827	PhraseModel_1=10.8848016337 NGramOrder_1=5 NGramOrder_2=4 NGramOrder_3=3 LanguageModel=-28.6786818672 StatelessLanguageModel=-26.4245394468 PhraseModel_2=6.43354388326 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 Glue=2.0 WordPenalty=-4.77723930094 PhraseModel_0=5.19736180641	-158.079360372
1	australia is and relations pyongyang one of the few state .	8.81622499571e-05	StatelessLanguageModel_OOV=1.0 PhraseModel_1=11.6987316087 PhraseModel_0=4.05478061177 StatelessLanguageModel=-25.9122515917 Glue=4.0 PhraseModel_2=6.35937412829 WordPenalty=-4.77723930094	-140.9948075	PhraseModel_1=11.6987316087 NGramOrder_1=4 NGramOrder_2=5 NGramOrder_3=3 LanguageModel=-27.77951793 StatelessLanguageModel=-25.9122515917 PhraseModel_2=6.35937412829 LanguageModel_OOV=1 StatelessLanguageModel_OOV=1.0 Glue=4.0 WordPenalty=-4.77723930094 PhraseModel_0=4.05478061177	-150.331139191
